x_mm,y_mm,z_mm,status,reason,theta1_deg,theta2_deg,theta3_deg,fk_x_mm,fk_y_mm,fk_z_mm,roundtrip_error_mm,fk_iterations,fk_max_residual_mm2
-20.0,-10.0,-260.0,ok,ok,8.358970906984757,1.4172161724108883,8.853289671975359,-20.000000000000668,-10.000000000000139,-260.0000000000086,8.610418468117991e-12,5,4.6711647883057594e-09
-15.0,-10.0,-260.0,ok,ok,8.513757253066197,2.5043212939919295,8.085010771340416,-14.999999999999893,-10.00000000000042,-260.00000000000205,2.0915800333703806e-12,5,1.1059455573558807e-09
-10.0,-10.0,-260.0,ok,ok,8.62434407713381,3.54765459808179,7.2698480224527025,-10.000000000000203,-10.000000000000174,-260.00000000000057,6.2803698347351e-13,5,3.7834979593753815e-10
-5.0,-10.0,-260.0,ok,ok,8.690706434435658,4.546481761943056,6.408099233383155,-4.99999999999958,-10.000000000000341,-260.0000000000003,6.112222932772437e-13,5,1.8917489796876907e-10
0.0,-10.0,-260.0,ok,ok,8.712828951061859,5.500151615175288,5.500151615175288,-4.1918890504417603e-16,-10.00000000000001,-260.0000000000003,2.8441717315296123e-13,5,1.4551915228366852e-10
5.0,-10.0,-260.0,ok,ok,8.690706434435658,6.408099233383155,4.546481761943056,4.99999999999958,-10.000000000000341,-260.0000000000003,6.112222932772437e-13,5,1.8917489796876907e-10
10.0,-10.0,-260.0,ok,ok,8.62434407713381,7.2698480224527025,3.54765459808179,10.000000000000203,-10.000000000000174,-260.00000000000057,6.2803698347351e-13,5,3.7834979593753815e-10
15.0,-10.0,-260.0,ok,ok,8.513757253066197,8.085010771340416,2.5043212939919295,14.999999999999893,-10.00000000000042,-260.00000000000205,2.0915800333703806e-12,5,1.1059455573558807e-09
20.0,-10.0,-260.0,ok,ok,8.358970906984757,8.853289671975359,1.4172161724108883,20.000000000000668,-10.000000000000139,-260.0000000000086,8.610418468117991e-12,5,4.6711647883057594e-09
25.0,-10.0,-260.0,ok,ok,8.160018540174642,9.574475325253065,0.28715264764938886,25.000000000005233,-10.000000000001917,-260.00000000004684,4.716936830835005e-11,5,2.60770320892334e-08
30.0,-10.0,-260.0,fail,ik_reject,,,,,,,,,
-30.0,-5.0,-260.0,fail,ik_reject,,,,,,,,,
-25.0,-5.0,-260.0,ok,ok,7.158220361289681,0.8909364113073376,10.170127956732928,-25.00000000000561,-4.999999999998937,-260.00000000002603,2.6653019561534923e-11,5,1.4901161193847656e-08
-20.0,-5.0,-260.0,ok,ok,7.357361274538163,2.0217414187470726,9.451029607666474,-20.000000000000057,-5.0000000000003935,-260.0000000000047,4.7347232093153224e-12,5,2.6047928258776665e-09
-15.0,-5.0,-260.0,ok,ok,7.51229518383946,3.109186104621706,8.684621814764839,-15.000000000000334,-5.000000000000131,-260.0000000000011,1.1379922694411974e-12,5,6.111804395914078e-10
-10.0,-5.0,-260.0,ok,ok,7.622987903654186,4.152475590541225,7.871087596001884,-10.00000000000004,-5.000000000000034,-260.0000000000004,4.014173438505924e-13,5,2.0372681319713593e-10
-5.0,-5.0,-260.0,ok,ok,7.689413996574486,5.150895830478889,7.010698831764937,-5.000000000000087,-4.999999999999904,-260.0000000000002,2.6167973176538663e-13,5,1.0186340659856796e-10
0.0,-5.0,-260.0,ok,ok,7.711557791515153,6.103817488742577,6.103817488742577,-2.3530695068323033e-15,-5.000000000000041,-260.00000000000006,7.004242199793571e-14,5,7.275957614183426e-11
5.0,-5.0,-260.0,ok,ok,7.689413996574486,7.010698831764937,5.150895830478889,5.000000000000087,-4.999999999999904,-260.0000000000002,2.6167973176538663e-13,5,1.0186340659856796e-10
10.0,-5.0,-260.0,ok,ok,7.622987903654186,7.871087596001884,4.152475590541225,10.00000000000004,-5.000000000000034,-260.0000000000004,4.014173438505924e-13,5,2.0372681319713593e-10
15.0,-5.0,-260.0,ok,ok,7.51229518383946,8.684621814764839,3.109186104621706,15.000000000000334,-5.000000000000131,-260.0000000000011,1.1379922694411974e-12,5,6.111804395914078e-10
20.0,-5.0,-260.0,ok,ok,7.357361274538163,9.451029607666474,2.0217414187470726,20.000000000000057,-5.0000000000003935,-260.0000000000047,4.7347232093153224e-12,5,2.6047928258776665e-09
25.0,-5.0,-260.0,ok,ok,7.158220361289681,10.170127956732928,0.8909364113073376,25.00000000000561,-4.999999999998937,-260.00000000002603,2.6653019561534923e-11,5,1.4901161193847656e-08
30.0,-5.0,-260.0,fail,ik_reject,,,,,,,,,
-30.0,0.0,-260.0,ok,ok,5.865548327025965,0.2768155024743426,11.389622922314494,-30.000000000019522,3.5907474910112924e-13,-260.000000000165,1.6616759863358478e-10,5,9.125506039708853e-08
-25.0,0.0,-260.0,ok,ok,6.108976321599698,1.4509847911212257,10.720266284895398,-25.000000000002117,1.1990381560897378e-13,-260.0000000000223,2.238331958970555e-11,5,1.2325472198426723e-08
-20.0,0.0,-260.0,ok,ok,6.308217496766631,2.582262565325638,10.003335939508702,-20.000000000001588,1.0300938026825898e-12,-260.0000000000034,3.90067490879885e-12,5,2.0954757928848267e-09
-15.0,0.0,-260.0,ok,ok,6.463229874759381,3.6697959364535673,9.23890201262256,-14.99999999999982,6.076744467863049e-14,-260.000000000001,1.0405680301988113e-12,5,4.802132025361061e-10
-10.0,0.0,-260.0,ok,ok,6.573978906102333,4.712809776524793,8.427121329703116,-9.9999999999997,-2.7095922280526673e-13,-260.0000000000003,4.942882583816199e-13,5,1.4551915228366852e-10
-5.0,0.0,-260.0,ok,ok,6.640438891347444,5.71061135088667,7.568239826961984,-5.000000000000177,1.1055415412883178e-13,-260.00000000000017,2.69337093830141e-13,5,8.731149137020111e-11
0.0,0.0,-260.0,ok,ok,6.662594001340408,6.662594001340408,6.662594001340408,2.867842991105292e-17,-7.105427357601002e-15,-259.9999999999999,1.139086695187313e-13,5,4.3655745685100555e-11
5.0,0.0,-260.0,ok,ok,6.640438891347444,7.568239826961984,5.71061135088667,5.000000000000177,1.1055415412883178e-13,-260.00000000000017,2.69337093830141e-13,5,8.731149137020111e-11
10.0,0.0,-260.0,ok,ok,6.573978906102333,8.427121329703116,4.712809776524793,9.9999999999997,-2.7095922280526673e-13,-260.0000000000003,4.942882583816199e-13,5,1.4551915228366852e-10
15.0,0.0,-260.0,ok,ok,6.463229874759381,9.23890201262256,3.6697959364535673,14.99999999999982,6.076744467863049e-14,-260.000000000001,1.0405680301988113e-12,5,4.802132025361061e-10
20.0,0.0,-260.0,ok,ok,6.308217496766631,10.003335939508702,2.582262565325638,20.000000000001588,1.0300938026825898e-12,-260.0000000000034,3.90067490879885e-12,5,2.0954757928848267e-09
25.0,0.0,-260.0,ok,ok,6.108976321599698,10.720266284895398,1.4509847911212257,25.000000000002117,1.1990381560897378e-13,-260.0000000000223,2.238331958970555e-11,5,1.2325472198426723e-08
30.0,0.0,-260.0,ok,ok,5.865548327025965,11.389622922314494,0.2768155024743426,30.000000000019522,3.5907474910112924e-13,-260.000000000165,1.6616759863358478e-10,5,9.125506039708853e-08
-30.0,5.0,-260.0,ok,ok,4.769527588046583,0.7923164594571226,11.891892625955045,-30.000000000022126,5.000000000003237,-260.0000000001966,1.9788891677374598e-10,5,1.0855728760361671e-07
-25.0,5.0,-260.0,ok,ok,5.012969134714486,1.967094836365076,11.224908143564532,-25.000000000003006,5.000000000000678,-260.0000000000269,2.7062894229330307e-11,5,1.4901161193847656e-08
-20.0,5.0,-260.0,ok,ok,5.212221484615389,3.098596789400051,10.510203565906512,-19.99999999999816,4.999999999998821,-260.00000000000534,5.772911647655877e-12,5,2.546585164964199e-09
-15.0,5.0,-260.0,ok,ok,5.367242608373672,4.18598875648809,9.747823270183472,-15.000000000000203,5.000000000000159,-260.000000000001,1.0550755898624616e-12,5,5.820766091346741e-10
-10.0,5.0,-260.0,ok,ok,5.477997915947839,5.22851649793126,8.937898169371351,-9.999999999999991,4.9999999999999165,-260.0000000000003,2.9635893396974986e-13,5,1.8917489796876907e-10
-5.0,5.0,-260.0,ok,ok,5.544461678681352,6.225509541415108,8.0806483333993,-5.000000000000317,5.000000000000135,-260.00000000000006,3.4928004542419006e-13,5,7.275957614183426e-11
0.0,5.0,-260.0,ok,ok,5.56661804980001,7.176384659772047,7.176384659772047,3.552713678800501e-15,4.999999999999791,-260.00000000000017,2.6955154177889856e-13,5,7.275957614183426e-11
5.0,5.0,-260.0,ok,ok,5.544461678681352,8.0806483333993,6.225509541415108,5.000000000000317,5.000000000000135,-260.00000000000006,3.4928004542419006e-13,5,7.275957614183426e-11
10.0,5.0,-260.0,ok,ok,5.477997915947839,8.937898169371351,5.22851649793126,9.999999999999991,4.9999999999999165,-260.0000000000003,2.9635893396974986e-13,5,1.8917489796876907e-10
15.0,5.0,-260.0,ok,ok,5.367242608373672,9.747823270183472,4.18598875648809,15.000000000000203,5.000000000000159,-260.000000000001,1.0550755898624616e-12,5,5.820766091346741e-10
20.0,5.0,-260.0,ok,ok,5.212221484615389,10.510203565906512,3.098596789400051,19.99999999999816,4.999999999998821,-260.00000000000534,5.772911647655877e-12,5,2.546585164964199e-09
25.0,5.0,-260.0,ok,ok,5.012969134714486,11.224908143564532,1.967094836365076,25.000000000003006,5.000000000000678,-260.0000000000269,2.7062894229330307e-11,5,1.4901161193847656e-08
30.0,5.0,-260.0,ok,ok,4.769527588046583,11.891892625955045,0.7923164594571226,30.000000000022126,5.000000000003237,-260.0000000001966,1.9788891677374598e-10,5,1.0855728760361671e-07
-30.0,10.0,-260.0,ok,ok,3.6276518922984957,1.2639552154528255,12.348703860330216,-30.000000000006978,10.00000000000227,-260.0000000000636,6.402960298277198e-11,5,3.5099219530820847e-08
-25.0,10.0,-260.0,ok,ok,3.8709988423895783,2.4390972522059697,11.684105784040408,-25.00000000000417,10.000000000001414,-260.0000000000473,4.749833686306024e-11,5,2.6047928258776665e-08
-20.0,10.0,-260.0,ok,ok,4.070173190236521,3.5705957263391803,10.971662457329236,-19.999999999998703,9.999999999999151,-260.0000000000092,9.338171221904193e-12,5,4.6711647883057594e-09
-15.0,10.0,-260.0,ok,ok,4.225133266684482,4.6576376387672305,10.21139306291192,-15.000000000000298,10.000000000000114,-260.000000000002,2.0149869517850286e-12,5,1.1059455573558807e-09
-10.0,10.0,-260.0,ok,ok,4.335844764837191,5.6994906937410645,9.403402967944992,-9.999999999999758,9.999999999999725,-260.00000000000074,8.247672820010019e-13,5,3.7834979593753815e-10
-5.0,10.0,-260.0,ok,ok,4.402282159908655,6.695507544354343,8.547886544943722,-4.999999999999963,9.999999999999956,-260.00000000000034,3.459566107767445e-13,5,1.7462298274040222e-10
0.0,10.0,-260.0,ok,ok,4.4244297281052125,7.64512905605617,7.64512905605617,2.1240604761163517e-14,10.000000000000016,-260.0000000000003,2.8545772177074346e-13,5,1.6007106751203537e-10
5.0,10.0,-260.0,ok,ok,4.402282159908655,8.547886544943722,6.695507544354343,4.999999999999963,9.999999999999956,-260.00000000000034,3.459566107767445e-13,5,1.7462298274040222e-10
10.0,10.0,-260.0,ok,ok,4.335844764837191,9.403402967944992,5.6994906937410645,9.999999999999758,9.999999999999725,-260.00000000000074,8.247672820010019e-13,5,3.7834979593753815e-10
15.0,10.0,-260.0,ok,ok,4.225133266684482,10.21139306291192,4.6576376387672305,15.000000000000298,10.000000000000114,-260.000000000002,2.0149869517850286e-12,5,1.1059455573558807e-09
20.0,10.0,-260.0,ok,ok,4.070173190236521,10.971662457329236,3.5705957263391803,19.999999999998703,9.999999999999151,-260.0000000000092,9.338171221904193e-12,5,4.6711647883057594e-09
25.0,10.0,-260.0,ok,ok,3.8709988423895783,11.684105784040408,2.4390972522059697,25.00000000000417,10.000000000001414,-260.0000000000473,4.749833686306024e-11,5,2.6047928258776665e-08
30.0,10.0,-260.0,ok,ok,3.6276518922984957,12.348703860330216,1.2639552154528255,30.000000000006978,10.00000000000227,-260.0000000000636,6.402960298277198e-11,5,3.5099219530820847e-08
-30.0,15.0,-260.0,ok,ok,2.4408344266601425,1.6915749868586718,12.760163665154863,-30.000000000003208,15.000000000001542,-260.0000000000251,2.5375666003399143e-11,5,1.3998942449688911e-08
-25.0,15.0,-260.0,ok,ok,2.6839793890281833,2.8668564762331727,12.097945129340472,-25.000000000011152,15.00000000000684,-260.00000000011624,1.1697868962316358e-10,5,6.420304998755455e-08
-20.0,15.0,-260.0,ok,ok,2.88298718288911,3.9981454669055827,11.387776981142526,-20.00000000000258,15.000000000001437,-260.00000000002206,2.225200465741433e-11,5,1.2310920283198357e-08
-15.0,15.0,-260.0,ok,ok,3.0378169081453774,5.084650678456026,10.629653837562742,-14.999999999998122,14.999999999999167,-260.0000000000064,6.743764155842966e-12,5,3.128661774098873e-09
-10.0,15.0,-260.0,ok,ok,3.1484348623804026,6.125662728148044,9.823655967452936,-9.99999999999916,14.999999999999668,-260.00000000000233,2.4995821446758837e-12,5,1.1204974725842476e-09
-5.0,15.0,-260.0,ok,ok,3.2148159560318,7.120558166709232,8.969952301232547,-5.000000000000253,14.99999999999996,-260.00000000000114,1.1654244565033506e-12,5,5.820766091346741e-10
0.0,15.0,-260.0,ok,ok,3.236944727839541,8.068802520406196,8.068802520406196,1.0674417621515941e-14,14.999999999999977,-260.0000000000009,9.09850441400407e-13,5,4.802132025361061e-10
5.0,15.0,-260.0,ok,ok,3.2148159560318,8.969952301232547,7.120558166709232,5.000000000000253,14.99999999999996,-260.00000000000114,1.1654244565033506e-12,5,5.820766091346741e-10
10.0,15.0,-260.0,ok,ok,3.1484348623804026,9.823655967452936,6.125662728148044,9.99999999999916,14.999999999999668,-260.00000000000233,2.4995821446758837e-12,5,1.1204974725842476e-09
15.0,15.0,-260.0,ok,ok,3.0378169081453774,10.629653837562742,5.084650678456026,14.999999999998122,14.999999999999167,-260.0000000000064,6.743764155842966e-12,5,3.128661774098873e-09
20.0,15.0,-260.0,ok,ok,2.88298718288911,11.387776981142526,3.9981454669055827,20.00000000000258,15.000000000001437,-260.00000000002206,2.225200465741433e-11,5,1.2310920283198357e-08
25.0,15.0,-260.0,ok,ok,2.6839793890281833,12.097945129340472,2.8668564762331727,25.000000000011152,15.00000000000684,-260.00000000011624,1.1697868962316358e-10,5,6.420304998755455e-08
30.0,15.0,-260.0,ok,ok,2.4408344266601425,12.760163665154863,1.6915749868586718,30.000000000003208,15.000000000001542,-260.0000000000251,2.5375666003399143e-11,5,1.3998942449688911e-08
-30.0,20.0,-260.0,ok,ok,1.2100965610895098,2.0750515069688196,13.126410613052322,-30.000000000000632,20.0000000000003,-260.00000000000614,6.1787850102539996e-12,5,3.3614924177527428e-09
-25.0,20.0,-260.0,ok,ok,1.452933756550957,3.2502702578609193,12.46654455848701,-25.0000000000051,20.00000000000393,-260.00000000005315,5.3537277142773314e-11,5,2.9365764930844307e-08
-20.0,20.0,-260.0,ok,ok,1.6516877740920024,4.381166053411641,11.758644747520252,-20.000000000006295,20.0000000000064,-260.00000000008134,8.183669604792647e-11,5,4.496541805565357e-08
-15.0,20.0,-260.0,ok,ok,1.806318885176138,5.466970402262383,11.002681926528327,-15.000000000001812,20.00000000000218,-260.0000000000221,2.2293178405330563e-11,5,1.2310920283198357e-08
-10.0,20.0,-260.0,ok,ok,1.9167943081652756,6.506997714011075,10.198711787704163,-10.000000000001988,20.00000000000164,-260.0000000000079,8.311118065610233e-12,5,4.6566128730773926e-09
-5.0,20.0,-260.0,ok,ok,1.9830896164179899,7.500649116732084,9.346878155599585,-5.000000000000166,20.000000000000885,-260.00000000000443,4.5242250786133474e-12,5,2.546585164964199e-09
0.0,20.0,-260.0,ok,ok,2.0051897485443226,8.447415272171336,8.447415272171336,-2.710505431213761e-20,20.000000000000185,-260.0000000000038,3.812987092332144e-12,5,2.066371962428093e-09
5.0,20.0,-260.0,ok,ok,1.9830896164179899,9.346878155599585,7.500649116732084,5.000000000000166,20.000000000000885,-260.00000000000443,4.5242250786133474e-12,5,2.546585164964199e-09
10.0,20.0,-260.0,ok,ok,1.9167943081652756,10.198711787704163,6.506997714011075,10.000000000001988,20.00000000000164,-260.0000000000079,8.311118065610233e-12,5,4.6566128730773926e-09
15.0,20.0,-260.0,ok,ok,1.806318885176138,11.002681926528327,5.466970402262383,15.000000000001812,20.00000000000218,-260.0000000000221,2.2293178405330563e-11,5,1.2310920283198357e-08
20.0,20.0,-260.0,ok,ok,1.6516877740920024,11.758644747520252,4.381166053411641,20.000000000006295,20.0000000000064,-260.00000000008134,8.183669604792647e-11,5,4.496541805565357e-08
25.0,20.0,-260.0,ok,ok,1.452933756550957,12.46654455848701,3.2502702578609193,25.0000000000051,20.00000000000393,-260.00000000005315,5.3537277142773314e-11,5,2.9365764930844307e-08
30.0,20.0,-260.0,ok,ok,1.2100965610895098,13.126410613052322,2.0750515069688196,30.000000000000632,20.0000000000003,-260.00000000000614,6.1787850102539996e-12,5,3.3614924177527428e-09
-30.0,25.0,-260.0,fail,ik_reject,,,,,,,,,
-25.0,25.0,-260.0,ok,ok,0.17898772906913696,3.589268741704668,12.790053239706253,-25.000000000001044,25.00000000000106,-260.0000000000092,9.327956756131074e-12,5,5.122274160385132e-09
-20.0,25.0,-260.0,ok,ok,0.3774027617975622,4.719610477877114,12.084394993999465,-20.00000000000406,25.000000000005205,-260.00000000005315,5.355699951311445e-11,5,2.939486876130104e-08
-15.0,25.0,-260.0,ok,ok,0.5317685722172099,5.804572680349687,11.330585991557001,-15.000000000006091,25.00000000001089,-260.00000000011653,1.171950659594196e-10,5,6.420304998755455e-08
-10.0,25.0,-260.0,ok,ok,0.6420536082038737,6.843494338790958,10.528657936254112,-10.000000000006244,25.00000000000701,-260.0000000000457,4.665621190108599e-11,5,2.6047928258776665e-08
-5.0,25.0,-260.0,ok,ok,0.708234328243987,7.835801745446215,9.678729957454589,-4.999999999999763,25.00000000000251,-260.00000000002706,2.717483687819685e-11,5,1.4915713109076023e-08
0.0,25.0,-260.0,ok,ok,0.730296204823128,8.781011079774283,8.781011079774283,2.0676711211253807e-14,25.000000000001872,-260.00000000002245,2.253108575863845e-11,5,1.234002411365509e-08
5.0,25.0,-260.0,ok,ok,0.708234328243987,9.678729957454589,7.835801745446215,4.999999999999763,25.00000000000251,-260.00000000002706,2.717483687819685e-11,5,1.4915713109076023e-08
10.0,25.0,-260.0,ok,ok,0.6420536082038737,10.528657936254112,6.843494338790958,10.000000000006244,25.00000000000701,-260.0000000000457,4.665621190108599e-11,5,2.6047928258776665e-08
15.0,25.0,-260.0,ok,ok,0.5317685722172099,11.330585991557001,5.804572680349687,15.000000000006091,25.00000000001089,-260.00000000011653,1.171950659594196e-10,5,6.420304998755455e-08
20.0,25.0,-260.0,ok,ok,0.3774027617975622,12.084394993999465,4.719610477877114,20.00000000000406,25.000000000005205,-260.00000000005315,5.355699951311445e-11,5,2.939486876130104e-08
25.0,25.0,-260.0,ok,ok,0.17898772906913696,12.790053239706253,3.589268741704668,25.000000000001044,25.00000000000106,-260.0000000000092,9.327956756131074e-12,5,5.122274160385132e-09
30.0,25.0,-260.0,fail,ik_reject,,,,,,,,,
-30.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
-25.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
-20.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
-15.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
-10.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
-5.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
0.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
5.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
10.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
15.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
20.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
25.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
30.0,30.0,-260.0,fail,ik_reject,,,,,,,,,
-30.0,-30.0,-255.0,fail,ik_reject,,,,,,,,,
-25.0,-30.0,-255.0,fail,ik_reject,,,,,,,,,
-20.0,-30.0,-255.0,ok,ok,14.41796783964054,0.8488803468948725,8.45429422791307,-20.000000000027953,-30.000000000044015,-255.00000000035598,3.5978015417538317e-10,4,1.9790604710578918e-07
-15.0,-30.0,-255.0,ok,ok,14.575143389892375,1.9576557280701923,7.666239459822786,-15.000000000001027,-30.00000000000027,-255.00000000001918,1.9214006103256332e-11,4,1.025910023599863e-08
-10.0,-30.0,-255.0,ok,ok,14.687444804003576,3.022782530668281,6.830664368970702,-10.000000000000124,-30.000000000004142,-254.99999999999943,4.1831314024614845e-12,4,4.94765117764473e-10
-5.0,-30.0,-255.0,ok,ok,14.75483913502406,4.043387740786327,5.947977547922457,-5.000000000000146,-29.999999999985377,-255.00000000000506,1.547406170443898e-11,4,5.820766091346741e-11
0.0,-30.0,-255.0,ok,ok,14.777306180887994,5.018684713296146,5.018684713296146,-2.2028125863170592e-15,-30.00000000005813,-254.99999999998008,6.14490804053351e-11,4,1.4551915228366852e-11
5.0,-30.0,-255.0,ok,ok,14.75483913502406,5.947977547922457,4.043387740786327,5.000000000000146,-29.999999999985377,-255.00000000000506,1.547406170443898e-11,4,5.820766091346741e-11
10.0,-30.0,-255.0,ok,ok,14.687444804003576,6.830664368970702,3.022782530668281,10.000000000000124,-30.000000000004142,-254.99999999999943,4.1831314024614845e-12,4,4.94765117764473e-10
15.0,-30.0,-255.0,ok,ok,14.575143389892375,7.666239459822786,1.9576557280701923,15.000000000001027,-30.00000000000027,-255.00000000001918,1.9214006103256332e-11,4,1.025910023599863e-08
20.0,-30.0,-255.0,ok,ok,14.41796783964054,8.45429422791307,0.8488803468948725,20.000000000027953,-30.000000000044015,-255.00000000035598,3.5978015417538317e-10,4,1.9790604710578918e-07
25.0,-30.0,-255.0,fail,ik_reject,,,,,,,,,
30.0,-30.0,-255.0,fail,ik_reject,,,,,,,,,
-30.0,-25.0,-255.0,fail,ik_reject,,,,,,,,,
-25.0,-25.0,-255.0,ok,ok,13.400065596019997,0.49240423507329956,9.98685899835647,-25.000000000016687,-25.00000000001755,-255.00000000016888,1.706093122274257e-10,4,9.384530130773783e-08
-20.0,-25.0,-255.0,ok,ok,13.602667908634407,1.645663528364942,9.248682133637535,-20.000000000000377,-24.99999999999959,-255.00000000000193,2.0109646141097423e-12,4,1.0186340659856796e-09
-15.0,-25.0,-255.0,ok,ok,13.760310902119905,2.7557214631514264,8.462347776570622,-15.000000000000123,-24.999999999998767,-255.0000000000004,1.3012016945841316e-12,4,1.4551915228366852e-11
-10.0,-25.0,-255.0,ok,ok,13.872947780870529,3.821638474419733,7.6281382648532645,-10.000000000000217,-25.000000000000952,-255.0000000000034,3.5476385550652837e-12,3,1.949956640601158e-09
-5.0,-25.0,-255.0,ok,ok,13.940544024117965,4.842558695971033,6.746434256898584,-4.9999999999999005,-25.000000000000245,-254.9999999999999,2.8794519718576526e-13,4,1.4551915228366852e-11
0.0,-25.0,-255.0,ok,ok,13.963078479884857,5.817715213459413,5.817715213459413,-8.237342400978333e-15,-25.000000000000387,-254.99999999999994,3.91482222733689e-13,4,1.4551915228366852e-11
5.0,-25.0,-255.0,ok,ok,13.940544024117965,6.746434256898584,4.842558695971033,4.9999999999999005,-25.000000000000245,-254.9999999999999,2.8794519718576526e-13,4,1.4551915228366852e-11
10.0,-25.0,-255.0,ok,ok,13.872947780870529,7.6281382648532645,3.821638474419733,10.000000000000217,-25.000000000000952,-255.0000000000034,3.5476385550652837e-12,3,1.949956640601158e-09
15.0,-25.0,-255.0,ok,ok,13.760310902119905,8.462347776570622,2.7557214631514264,15.000000000000123,-24.999999999998767,-255.0000000000004,1.3012016945841316e-12,4,1.4551915228366852e-11
20.0,-25.0,-255.0,ok,ok,13.602667908634407,9.248682133637535,1.645663528364942,20.000000000000377,-24.99999999999959,-255.00000000000193,2.0109646141097423e-12,4,1.0186340659856796e-09
25.0,-25.0,-255.0,ok,ok,13.400065596019997,9.98685899835647,0.49240423507329956,25.000000000016687,-25.00000000001755,-255.00000000016888,1.706093122274257e-10,4,9.384530130773783e-08
30.0,-25.0,-255.0,fail,ik_reject,,,,,,,,,
-30.0,-20.0,-255.0,ok,ok,12.284927216003277,0.046278816967116346,11.419972880033814,-30.000000000041894,-20.00000000002769,-255.00000000035715,3.606604004896159e-10,4,1.9803701434284449e-07
-25.0,-20.0,-255.0,ok,ok,12.5330466734852,1.243644289863821,10.732635065237579,-25.00000000000004,-20.000000000000107,-255.00000000000185,1.8508956351171928e-12,4,1.0331859812140465e-09
-20.0,-20.0,-255.0,ok,ok,12.736156444144259,2.3983216751010374,9.996683333754339,-20.000000000000103,-19.999999999999766,-255.00000000000003,2.5768809743153427e-13,4,0.0
-15.0,-20.0,-255.0,ok,ok,12.89419661728238,3.5093073299329527,9.212272914592587,-14.999999999999947,-19.999999999999844,-255.00000000000009,1.8586499606283736e-13,4,1.4551915228366852e-11
-10.0,-20.0,-255.0,ok,ok,13.007118538088452,4.575677785021208,8.379656600766312,-9.999999999999895,-19.999999999999833,-255.0000000000001,2.275748144008248e-13,4,4.3655745685100555e-11
-5.0,-20.0,-255.0,ok,ok,13.074886345902172,5.596595837308077,7.499186667425579,-5.000000000000101,-20.000000000000355,-255.00000000000088,9.5538442471867e-13,4,5.529727786779404e-10
0.0,-20.0,-255.0,ok,ok,13.097478079989306,6.571315634804844,6.571315634804844,3.7257649606629626e-15,-20.000000000000284,-255.0000000000019,1.9253515419375204e-12,4,1.0477378964424133e-09
5.0,-20.0,-255.0,ok,ok,13.074886345902172,7.499186667425579,5.596595837308077,5.000000000000101,-20.000000000000355,-255.00000000000088,9.5538442471867e-13,4,5.529727786779404e-10
10.0,-20.0,-255.0,ok,ok,13.007118538088452,8.379656600766312,4.575677785021208,9.999999999999895,-19.999999999999833,-255.0000000000001,2.275748144008248e-13,4,4.3655745685100555e-11
15.0,-20.0,-255.0,ok,ok,12.89419661728238,9.212272914592587,3.5093073299329527,14.999999999999947,-19.999999999999844,-255.00000000000009,1.8586499606283736e-13,4,1.4551915228366852e-11
20.0,-20.0,-255.0,ok,ok,12.736156444144259,9.996683333754339,2.3983216751010374,20.000000000000103,-19.999999999999766,-255.00000000000003,2.5768809743153427e-13,4,0.0
25.0,-20.0,-255.0,ok,ok,12.5330466734852,10.732635065237579,1.243644289863821,25.00000000000004,-20.000000000000107,-255.00000000000185,1.8508956351171928e-12,4,1.0331859812140465e-09
30.0,-20.0,-255.0,ok,ok,12.284927216003277,11.419972880033814,0.046278816967116346,30.000000000041894,-20.00000000002769,-255.00000000035715,3.606604004896159e-10,4,1.9803701434284449e-07
-30.0,-15.0,-255.0,ok,ok,11.36645924683583,0.751843459367583,12.11641776217956,-30.000000000002387,-15.00000000000126,-255.00000000001833,1.8529659782413814e-11,4,1.0273652151226997e-08
-25.0,-15.0,-255.0,ok,ok,11.615080310706283,1.9507609428422734,11.43170328248754,-24.999999999999627,-15.00000000000054,-254.99999999999997,6.569446969993387e-13,4,2.9103830456733704e-11
-20.0,-15.0,-255.0,ok,ok,11.81860372802196,3.1065025811207416,10.6981289080621,-20.000000000000014,-15.00000000000006,-255.00000000000003,6.824540119616012e-14,4,2.9103830456733704e-11
-15.0,-15.0,-255.0,ok,ok,11.976967659529352,4.218079908032726,9.915819598145186,-14.99999999999998,-15.000000000000293,-255.00000000000045,5.413722512236401e-13,4,2.764863893389702e-10
-10.0,-15.0,-255.0,ok,ok,12.090121932419635,5.284587174076773,9.084998512472387,-10.000000000000144,-15.000000000000442,-255.00000000000978,9.788125615443148e-12,4,5.369656719267368e-09
-5.0,-15.0,-255.0,ok,ok,12.158029591919277,6.305207285947536,8.205989211816593,-5.000000000000697,-15.00000000000203,-255.00000000003794,3.800366340006287e-11,4,2.0838342607021332e-08
