time,sim_x,sim_y,sim_z
16,0,0,-263.277315152675
125,-1.32068670885698e-15,1.33760554501575e-15,-263.277315151983
219,-2.45962754034832e-15,2.49113693246052e-15,-263.277315151387
328,-3.7803142492053e-15,3.82874247747627e-15,-263.277315150695
422,-4.91925508069664e-15,4.98227386492104e-15,-263.277315150098
531,-6.23994178955362e-15,6.31987940993679e-15,-263.277315149407
625,-7.37888262104496e-15,7.47341079738157e-15,-263.27731514881
719,-8.5178234525363e-15,8.62694218482634e-15,-263.277315148214
828,-9.83851016139328e-15,9.96454772984209e-15,-263.277315147522
922,-1.13858152619557e-14,1.11594284700677e-14,-263.277315146976
1031,-1.83551955404507e-14,1.3068998412686e-14,-263.277315146976
1125,-2.43654867897951e-14,1.47157835008156e-14,-263.277315146976
1219,-3.03757780391395e-14,1.63625685889451e-14,-263.277315146976
1328,-3.73451583176345e-14,1.82721385315634e-14,-263.277315146976
1422,-4.33554495669788e-14,1.9918923619693e-14,-263.277315146976
1531,-5.03248298454739e-14,2.18284935623113e-14,-263.277315146976
1625,-5.63351210948183e-14,2.34752786504409e-14,-263.277315146976
1719,-6.23454123441626e-14,2.51220637385704e-14,-263.277315146976
1828,-6.72634590341423e-14,2.6628735485678e-14,-263.277315146976
1922,-6.10386387783823e-14,2.58724475802788e-14,-263.277315146976
2047,-5.27609522680631e-14,2.48667455784181e-14,-263.277315146976
2125,-4.75956758856239e-14,2.4239187529257e-14,-263.277315146976
2219,-4.13708556298639e-14,2.34828996238578e-14,-263.277315146976
2328,-3.41527129928656e-14,2.26059274782353e-14,-263.277315146976
2422,-2.79278927371056e-14,2.18496395728361e-14,-263.277315146976
2531,-2.07097501001073e-14,2.09726674272136e-14,-263.277315146976
2625,-1.44849298443473e-14,2.02163795218144e-14,-263.277315146976
2719,-8.68136806511042e-15,1.97149956251345e-14,-263.277315146976
2844,-6.49827756930485e-15,2.23971409716448e-14,-263.277315146976
2938,-4.85659351645905e-15,2.44141142722205e-14,-263.277315146976
3031,-3.23237418757971e-15,2.64096304100242e-14,-263.277315146976
3125,-1.59069013473392e-15,2.84266037105999e-14,-263.277315146976
3219,5.09939181118675e-17,3.04435770111757e-14,-263.277315146976
3328,1.95464883045433e-15,3.27824077533326e-14,-263.277315146976
3422,3.59633288330012e-15,3.47993810539084e-14,-263.277315146976
3531,5.49998779564258e-15,3.71382117960653e-14,-263.277315146976
3625,5.90661350864474e-15,3.92277183805632e-14,-263.277315146976
3719,5.20725894099381e-16,4.16574113354171e-14,-263.277315146976
3828,-5.72461187170323e-15,4.44748212511521e-14,-263.277315146976
3922,-1.11104994862486e-14,4.6904514206006e-14,-263.277315146976
4031,-1.73558372520512e-14,4.9721924121741e-14,-263.277315146976
4125,-2.27417248665966e-14,5.21516170765949e-14,-263.277315146976
4219,-2.8127612481142e-14,5.45813100314489e-14,-263.277315146976
4328,-3.43729502469446e-14,5.73987199471839e-14,-263.277315146976
4422,-3.97588378614899e-14,5.98284129020378e-14,-263.277315146976
4531,-4.47745018009081e-14,6.15291026032165e-14,-263.277315146976
4625,-4.30660233299407e-14,6.02173607234884e-14,-263.277315146976
4719,-3.69474014757788e-14,6.01302088643622e-14,-263.277315146976
4828,-3.35600779772104e-14,5.99105924852305e-14,-263.277315146976
4922,0.00725021727623209,-0.000246241467598766,-263.277852920524
5016,31.071187160303,-1.14368534097354,-263.784921226574
5125,39.5073314286321,-1.49064134218033,-263.306078944551
5219,39.5101448370664,-1.49076015929507,-263.305874381453
5344,39.5104259906261,-1.49077203326211,-263.305853936457
5422,39.5105066603714,-1.49077544018147,-263.30584807041
5531,39.5102864332111,-1.49076613932432,-263.3058640849
5625,39.5111162739349,-1.49080118607977,-263.305803739403
5719,39.5101565558015,-1.49076065421148,-263.305873529305
5828,39.5116384363056,-1.49082323871191,-263.305765766817
5922,39.5101320085897,-1.49075961751091,-263.305875314298
6031,39.5114597258272,-1.49081569121345,-263.305778762512
6125,39.5103323672084,-1.49076807926182,-263.305860744582
6219,39.5113106185944,-1.49080939389973,-263.305789606224
6328,39.5108103307262,-1.49078826516166,-263.305825987191
6422,39.5104978047915,-1.49077506619754,-263.305848714181
6531,39.5115051765987,-1.49081761078056,-263.305775456813
6625,39.5101240861377,-1.49075928292387,-263.305875890377
6719,39.5111686965598,-1.49080340007877,-263.305799926866
6828,39.5107988951809,-1.49078778219461,-263.305826818898
6922,39.510149446067,-1.49076035394734,-263.305874046298
7031,39.5112617379886,-1.49080732953594,-263.305793160594
7125,39.5103923107636,-1.49077061085732,-263.305856385645
7219,39.5111353107548,-1.49080199011404,-263.305802354403
7328,39.5109442209349,-1.49079391975911,-263.305816250853
7422,39.5101543047613,-1.49076055914484,-263.30587369299
7531,39.5111620334507,-1.49080311868152,-263.305800411369
7625,39.510420976253,-1.49077182148701,-263.305854301164
7719,39.5110211436312,-1.49079716847686,-263.305810656644
7828,39.5110132673883,-1.49079683580556,-263.305811229867
7922,39.5101705413138,-1.490761244863,-263.305872512313
8031,39.5110132479002,-1.49079683497404,-263.305811231402
8141,39.5109190418492,-1.49079285639162,-263.305818081544
8219,39.5108579826973,-1.49079027766626,-263.305822521822
8328,39.5110995653532,-1.4908004804362,-263.305804954327
8422,39.5101815697934,-1.49076171062774,-263.305871710353
8531,39.5108994579488,-1.49079202924871,-263.30581950641
8641,39.511030002133,-1.49079754260466,-263.305810012358
8719,39.5107188282906,-1.49078440072948,-263.305832641212
8828,39.5111753833115,-1.49080368246298,-263.305799440899
8922,39.5101933107545,-1.49076220648281,-263.305870856584
9031,39.5108148769969,-1.4907884571347,-263.305825657029
9125,39.5105521371273,-1.49077736080895,-263.305844763355
9219,39.5105809953296,-1.49077857960191,-263.305842664508
9328,39.5111922930213,-1.49080439661212,-263.305798211249
9422,39.5102527039904,-1.49076471484351,-263.305866537559
9531,39.5107342341027,-1.49078505133973,-263.305831521277
9625,39.5106560790529,-1.49078175061679,-263.305837204558
9719,39.5104482805448,-1.49077297463355,-263.305852315608
9828,39.5111147486742,-1.49080112167415,-263.305803850261
9922,39.5077089389869,-1.49065730445197,-263.306051229176
10016,8.37871096778621,-0.290563453467121,-263.761958801197
