run_id,time,target_x,target_y,target_z,theta1_cmd,theta2_cmd,theta3_cmd,theta1_meas,theta2_meas,theta3_meas,valid,phase,command,time_source,theta_meas_source
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,0,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,1900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,2900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,3900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,4900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,True,home_1,ALL 0 0 0,pc_scheduled_elapsed_ms,command_echo_no_encoder
2026-06-06_run02_reverse_grid_3x3_pm40_off_r02,5000,40.0,40.0,-263.27731514697575,13.0,-11.0,6.0,13.0,-11.0,6.0,True,x_plus_y_plus,ALL 13 -11 6,pc_scheduled_elapsed_ms,command_echo_no_encoder
