run_id,time,actual_elapsed_ms,schedule_lag_ms,target_x,target_y,target_z,sim_x,sim_y,sim_z,nominal_theta1,nominal_theta2,nominal_theta3,predicted_error_x,predicted_error_y,predicted_error_z,requested_correction_x,requested_correction_y,requested_correction_z,applied_correction_x,applied_correction_y,applied_correction_z,corrected_target_x,corrected_target_y,corrected_target_z,corrected_theta1,corrected_theta2,corrected_theta3,correction_gain,max_xy_correction_mm,correction_clamped,fallback_used,command_sent,correction_status
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,0,0,0,0.0,0.0,-263.27731514697575,0.0,0.0,-263.277315152675,0.0,0.0,0.0,-2.241470099661118,0.21151449462071747,0.02963919516425717,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,-263.27731514697575,-0.012964923123112634,-0.11462733468306198,0.1284009648257489,0.25,2.0,False,False,True,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,100,109,9,0.0,0.0,-263.27731514697575,0.0,0.0,-263.277315152675,0.0,0.0,0.0,-2.241470099661118,0.21151449462071747,0.02963919516425717,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,-263.27731514697575,-0.012964923123112634,-0.11462733468306198,0.1284009648257489,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,200,203,3,0.0,0.0,-263.27731514697575,0.0,0.0,-263.277315152675,0.0,0.0,0.0,-2.241470099661118,0.21151449462071747,0.02963919516425717,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,-263.27731514697575,-0.012964923123112634,-0.11462733468306198,0.1284009648257489,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,300,312,12,0.0,0.0,-263.27731514697575,0.0,0.0,-263.277315152675,0.0,0.0,0.0,-2.241470099661118,0.21151449462071747,0.02963919516425717,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,-263.27731514697575,-0.012964923123112634,-0.11462733468306198,0.1284009648257489,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,400,406,6,0.0,0.0,-263.27731514697575,0.0,0.0,-263.277315152675,0.0,0.0,0.0,-2.241470099661118,0.21151449462071747,0.02963919516425717,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,0.0,0.5603675249152795,-0.05287862365517937,-263.27731514697575,-0.012964923123112634,-0.11462733468306198,0.1284009648257489,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,500,500,0,0.0,0.0,-263.27731514697575,-8.49656327733031e-15,1.05560794296578e-14,-263.27731515008,0.0,0.0,0.0,-2.2414701012433436,0.21151449954254373,0.02963919468849232,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,-263.27731514697575,-0.012964923430725955,-0.11462733461432158,0.1284009650659642,0.25,2.0,False,False,True,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,600,609,9,0.0,0.0,-263.27731514697575,-8.49656327733031e-15,1.05560794296578e-14,-263.27731515008,0.0,0.0,0.0,-2.2414701012433436,0.21151449954254373,0.02963919468849232,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,-263.27731514697575,-0.012964923430725955,-0.11462733461432158,0.1284009650659642,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,700,703,3,0.0,0.0,-263.27731514697575,-8.49656327733031e-15,1.05560794296578e-14,-263.27731515008,0.0,0.0,0.0,-2.2414701012433436,0.21151449954254373,0.02963919468849232,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,-263.27731514697575,-0.012964923430725955,-0.11462733461432158,0.1284009650659642,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,800,812,12,0.0,0.0,-263.27731514697575,-8.49656327733031e-15,1.05560794296578e-14,-263.27731515008,0.0,0.0,0.0,-2.2414701012433436,0.21151449954254373,0.02963919468849232,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,-263.27731514697575,-0.012964923430725955,-0.11462733461432158,0.1284009650659642,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,900,906,6,0.0,0.0,-263.27731514697575,-8.49656327733031e-15,1.05560794296578e-14,-263.27731515008,0.0,0.0,0.0,-2.2414701012433436,0.21151449954254373,0.02963919468849232,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,0.0,0.5603675253108359,-0.05287862488563593,-263.27731514697575,-0.012964923430725955,-0.11462733461432158,0.1284009650659642,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1000,1000,0,0.0,0.0,-263.27731514697575,-1.69931265546606e-14,2.11121588593157e-14,-263.277315147484,0.0,0.0,0.0,-2.241470102826227,0.21151450446641848,0.029639194212529446,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,-263.27731514697575,-0.01296492373833944,-0.11462733454540178,0.12840096530635375,0.25,2.0,False,False,True,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1100,1109,9,0.0,0.0,-263.27731514697575,-1.69931265546606e-14,2.11121588593157e-14,-263.277315147484,0.0,0.0,0.0,-2.241470102826227,0.21151450446641848,0.029639194212529446,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,-263.27731514697575,-0.01296492373833944,-0.11462733454540178,0.12840096530635375,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1200,1203,3,0.0,0.0,-263.27731514697575,-1.69931265546606e-14,2.11121588593157e-14,-263.277315147484,0.0,0.0,0.0,-2.241470102826227,0.21151450446641848,0.029639194212529446,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,-263.27731514697575,-0.01296492373833944,-0.11462733454540178,0.12840096530635375,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1300,1312,12,0.0,0.0,-263.27731514697575,-1.69931265546606e-14,2.11121588593157e-14,-263.277315147484,0.0,0.0,0.0,-2.241470102826227,0.21151450446641848,0.029639194212529446,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,-263.27731514697575,-0.01296492373833944,-0.11462733454540178,0.12840096530635375,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1400,1406,6,0.0,0.0,-263.27731514697575,-1.69931265546606e-14,2.11121588593157e-14,-263.277315147484,0.0,0.0,0.0,-2.241470102826227,0.21151450446641848,0.029639194212529446,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,0.0,0.5603675257065568,-0.05287862611660462,-263.27731514697575,-0.01296492373833944,-0.11462733454540178,0.12840096530635375,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1500,1500,0,0.0,0.0,-263.27731514697575,-3.10973654040606e-14,3.61202832507815e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359745,0.21151450542995473,0.029639194119389957,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,True,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1600,1609,9,0.0,0.0,-263.27731514697575,-3.10973654040606e-14,3.61202832507815e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359745,0.21151450542995473,0.029639194119389957,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1700,1703,3,0.0,0.0,-263.27731514697575,-3.10973654040606e-14,3.61202832507815e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359745,0.21151450542995473,0.029639194119389957,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1800,1812,12,0.0,0.0,-263.27731514697575,-3.10973654040606e-14,3.61202832507815e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359745,0.21151450542995473,0.029639194119389957,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,1900,1906,6,0.0,0.0,-263.27731514697575,-3.10973654040606e-14,3.61202832507815e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359745,0.21151450542995473,0.029639194119389957,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,0.0,0.5603675257839936,-0.05287862635748868,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,2000,2000,0,0.0,0.0,-263.27731514697575,-4.65686495421741e-14,5.22137320359219e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359723,0.2115145054299556,0.029639194119389943,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,True,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,2100,2109,9,0.0,0.0,-263.27731514697575,-4.65686495421741e-14,5.22137320359219e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359723,0.2115145054299556,0.029639194119389943,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,2200,2203,3,0.0,0.0,-263.27731514697575,-4.65686495421741e-14,5.22137320359219e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359723,0.2115145054299556,0.029639194119389943,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,2300,2312,12,0.0,0.0,-263.27731514697575,-4.65686495421741e-14,5.22137320359219e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359723,0.2115145054299556,0.029639194119389943,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,2400,2406,6,0.0,0.0,-263.27731514697575,-4.65686495421741e-14,5.22137320359219e-14,-263.277315146976,0.0,0.0,0.0,-2.2414701031359723,0.2115145054299556,0.029639194119389943,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,0.0,0.5603675257839931,-0.0528786263574889,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,False,applied
2026-06-06_run02_reverse_grid_3x3_pm40_on_r02,2500,2500,0,0.0,0.0,-263.27731514697575,-5.17071766951082e-14,5.73457109398299e-14,-263.277315146976,0.0,0.0,0.0,-2.241470103135972,0.21151450542995584,0.029639194119389943,0.560367525783993,-0.05287862635748896,0.0,0.560367525783993,-0.05287862635748896,0.0,0.560367525783993,-0.05287862635748896,-263.27731514697575,-0.012964923798547823,-0.1146273345320148,0.12840096535346232,0.25,2.0,False,False,True,applied
