time,target_x,target_y,target_z,theta1_cmd,theta2_cmd,theta3_cmd,theta1_meas,theta2_meas,theta3_meas,sim_x,sim_y,sim_z,error_x,error_y,error_z
1400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.49246296333899e-14,4.99940929752961e-14,-263.277315146976,-6.32706232440859,-2.20262152829488,0
1500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.43839247610853e-14,4.49482348024867e-14,-263.277315146976,-6.31955278085405,-2.21006849231979,0
1600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.38432198887807e-14,3.99023766296772e-14,-263.277315146976,-6.25505917334397,-2.27402465310061,0
1700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.33025150164762e-14,3.48565184568678e-14,-263.277315146976,-6.33564903763387,-2.19410637101313,0
1800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.27618101441716e-14,2.98106602840584e-14,-263.277315146976,-6.36500000000001,-2.16500000000003,0
1900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.22211052718671e-14,2.47648021112489e-14,-263.277315146976,-6.36500000000001,-2.16500000000002,0
2000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.16804003995625e-14,1.97189439384395e-14,-263.277315146976,-6.36500000000001,-2.16500000000002,0
2100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.07817247676112e-14,1.47383830213569e-14,-263.277315146976,-6.36500000000001,-2.16500000000001,0
2200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,4.27484056786033e-15,1.07808124439956e-14,-263.277315146976,-6.32288362958641,-2.20676540066016,0
2300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.23204363189047e-15,6.82324186663418e-15,-263.277315146976,-6.245,-2.28400000000001,0
2400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-8.7389278316413e-15,2.8656712892728e-15,-263.277315146976,-6.24499999999999,-2.284,0
2500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.52458120313921e-14,-1.09189928808858e-15,-263.277315146976,-6.29718541447098,-2.23224946398293,0
2600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.1752696231143e-14,-5.04946986544996e-15,-263.277315146976,-6.36499999999998,-2.165,0
2700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.82595804308938e-14,-9.00704044281135e-15,-263.277315146976,-6.36499999999997,-2.16499999999999,0
2800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.37465964926466e-14,-1.20133529602205e-14,-263.277315146976,-6.30262650182942,-2.22685371901911,0
2900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.75051289674223e-14,-4.0801977881793e-15,-263.277315146976,-6.26955783346516,-2.25964681514702,0
3000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.1263661442198e-14,3.8529573838619e-15,-263.277315146976,-6.35539771149542,-2.17452226943369,0
3100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.50221939169737e-14,1.17861125559031e-14,-263.277315146976,-6.28456596963113,-2.24476374678246,0
3200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-8.78072639174938e-15,1.97192677279443e-14,-263.277315146976,-6.29173737320862,-2.23765210490147,0
3300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.53925886652511e-15,2.76524228999855e-14,-263.277315146976,-6.365,-2.16500000000003,0
3400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,3.70220865869919e-15,3.55855780720267e-14,-263.277315146976,-6.365,-2.16500000000004,0
3500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,8.09808299065426e-15,4.22949668742332e-14,-263.277315146976,-6.36500000000001,-2.16500000000004,0
3600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.11638141681337e-15,3.79904583479273e-14,-263.277315146976,-6.365,-2.16500000000004,0
3700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.6330845824281e-14,3.36859498216215e-14,-263.277315146976,-6.36499999999998,-2.16500000000003,0
3800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.85453102317486e-14,2.93814412953157e-14,-263.277315146976,-6.29897154146986,-2.23047822137573,0
3900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.07597746392162e-14,2.50769327690099e-14,-263.277315146976,-6.24499999999996,-2.28400000000002,0
4000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-5.29742390466838e-14,2.0772424242704e-14,-263.277315146976,-6.24499999999995,-2.28400000000002,0
4100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-6.51887034541514e-14,1.64679157163982e-14,-263.277315146976,-6.3309881921684,-2.19872837609963,0
4200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-7.41787987880177e-14,1.27501254177752e-14,-263.277315146976,-6.31211199703782,-2.2174472696041,0
4300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-5.95235209154751e-14,1.33349354554926e-14,-263.277315146976,-6.24499999999994,-2.28400000000001,0
4400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.48682430429324e-14,1.391974549321e-14,-263.277315146976,-6.24499999999995,-2.28400000000001,0
4500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.02129651703898e-14,1.45045555309274e-14,-263.277315146976,-6.24499999999997,-2.28400000000001,0
4600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.55576872978472e-14,1.50893655686448e-14,-263.277315146976,-6.18982198605812,-2.28330154412733,0
4700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-9.02409425304411e-16,1.56741756063622e-14,-263.277315146976,-6.01958181770354,-2.2811466052874,0
4800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.37528684472382e-14,1.62589856440796e-14,-263.277315146976,5.83816532798637,-2.36777694361224,0
4900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,0.0173463211487694,-3.88805658024581e-08,-263.278340019792,18.5317363428444,-2.46088843292554,0.00102487281600361
5000,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,29.6437334846114,-0.0780784145857931,-263.394681001381,1.6162665153886,-2.47592158541421,0.480261297298
5100,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0780136155673,-0.125796861022335,-262.914613193321,-5.91227302979324,-2.2428003242192,0.000193489238995426
5200,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0814709793837,-0.125822156664531,-262.914340660905,-5.76433677984458,-2.12930285077588,-7.90431769814859e-05
5300,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0810876284681,-0.125819351751588,-262.914370881395,-5.56184453727206,-2.06798695582178,-4.88234130102683e-05
5400,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0814394639215,-0.125821926076595,-262.914343145261,-5.47940694575994,-2.06729446960539,-7.65606059758284e-05
5500,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0813625701085,-0.125821363454006,-262.914349207043,-5.4653625701085,-2.06717863654599,-7.04985519632828e-05
5600,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0811323275643,-0.125819678808156,-262.914367357636,-5.50224240673169,-2.06748957185157,-5.23472809845771e-05
5700,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0817277278319,-0.125824035278762,-262.914320420318,-5.58550692700843,-2.06817412471438,-9.9283763972835e-05
5800,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0809339628619,-0.125818227414619,-262.914382995101,-5.50155234532991,-2.06748692577261,-3.67093920203843e-05
5900,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0820133123841,-0.125826124886737,-262.914297906433,-5.4660133123841,-2.06717387511326,-0.00012179764900111
6000,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0809100965853,-0.125818052790289,-262.914384876516,-5.4649100965853,-2.06718194720971,-3.48279359627668e-05
6100,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0819527665136,-0.125825681867844,-262.914302679633,-5.4659527665136,-2.06717431813216,-0.00011702444896855
6200,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0810626998003,-0.125819169353258,-262.914372846556,-5.46562832866741,-1.99930536659286,-4.68581950485714e-05
6300,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0814905068279,-0.125822299544297,-262.914339121461,-5.40665560926648,-1.91675743740977,-8.05826209671068e-05
6400,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0814001323161,-0.125821638285373,-262.91434624597,-5.24262852587263,-1.8334121248253,-7.3459754958094e-05
6500,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0810452027437,-0.125819041329807,-262.9143742259,-5.2286808319665,-1.7505410811569,-4.54788119554905e-05
6600,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0819969945593,-0.125826005484109,-262.914299192906,-5.30903040978602,-1.70783814086233,-0.000120511175964566
6700,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0808574800367,-0.125817667808635,-262.914389024334,-5.4668574800367,-1.70918233219137,-3.0680034967645e-05
6800,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0826525388462,-0.125830802158307,-262.914247512117,-5.4686525388462,-1.70916919784169,-0.000172191965987167
6900,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0808613663579,-0.125817696245483,-262.914388717947,-5.4668613663579,-1.70918230375452,-3.09864279870453e-05
7000,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0826942026565,-0.125831107023342,-262.914244227377,-5.4686942026565,-1.70916889297666,-0.000175476704953326
7100,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0810354208336,-0.125818969768703,-262.914374996855,-5.4670354208336,-1.7091810302313,-4.47078360252817e-05
7200,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0819316639406,-0.125825527478941,-262.914304342967,-4.79226709346066,-1.70288336851287,-0.000115361114978896
7300,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0813897815096,-0.125821562588249,-262.914347061363,-4.28207513202926,-1.6982456330865,-7.26443259964071e-05
7400,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0812174091751,-0.125820301337102,-262.914360650396,-4.0355379961355,-1.69618238514581,-5.90547479646375e-05
7500,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.081902003628,-0.125825310485363,-262.914306680735,-4.035902003628,-1.69617468951464,-0.000113023346955288
7600,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.080876693812,-0.125817808391725,-262.914387509668,-4.034876693812,-1.69618219160828,-3.21947299539715e-05
7700,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0825501167043,-0.125830052719182,-262.914255586763,-4.0365501167043,-1.69616994728082,-0.000164117319002344
7800,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0807969197169,-0.125817224705016,-262.914393798352,-4.0347969197169,-1.69618277529498,-2.59059349900781e-05
7900,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0810292069541,-0.125818924291785,-262.914375486855,-4.0350292069541,-1.69618107570821,-4.42178229604906e-05
8000,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0819212738248,-0.125825451435545,-262.914305162283,-3.98978152681361,-1.69578844189491,-0.000114541799007384
8100,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.080910394166,-0.125818054965608,-262.914384853058,-3.80308922944635,-1.69424201896979,-3.48513939911754e-05
8200,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0821793169768,-0.12582733953708,-262.914284819381,-3.95687901712495,-1.69550905962734,-0.000134884700969451
8300,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0809580183125,-0.125818403419961,-262.914381098769,-3.99188228525513,-1.69581961562998,-3.86057669743423e-05
8400,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0820336639261,-0.125826273814378,-262.914296301626,-3.92350183285408,-1.70180634008635,-0.000123402455983523
8500,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.081188662105,-0.125820090996566,-262.914362916586,-4.00473124221334,-1.7859735716569,-5.67884779911765e-05
8600,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0814978745975,-0.125822353471842,-262.914338540239,-4.03449787459751,-1.81617764652816,-8.11638429922823e-05
8700,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0816245423823,-0.12582328029324,-262.914328554444,-4.05118587705566,-1.83287722525972,-9.11496379671917e-05
8800,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0810287197066,-0.125818920730611,-262.914375525158,-4.13305948094619,-1.9160440317799,-4.41795190226912e-05
8900,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0821618574232,-0.125827211826675,-262.914286195055,-4.1541618574232,-1.93617278817332,-0.000133509026966294
9000,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.080826875032,-0.125817443878123,-262.914391436934,-4.15282687503201,-1.93618255612188,-2.82673919969056e-05
9100,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0825504308493,-0.125830055002326,-262.914255561967,-4.15455043084931,-1.93616994499767,-0.000164142114954302
9200,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0808224928329,-0.125817411813127,-262.914391782404,-4.1528224928329,-1.93618258818687,-2.79219160006505e-05
9300,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0825475824361,-0.125830034177214,-262.914255786216,-4.1545475824361,-1.93616996582279,-0.000163917865961594
9400,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0809862173554,-0.12581860974208,-262.914378875791,-4.1395702413198,-1.96256983898912,-4.08287990012468e-05
9500,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.08195670372,-0.125825710725079,-262.914302368189,-4.05685177845675,-2.12717405962743,-0.000117335892980464
9600,35.0,0.0,-263.27731514697575,1.0,-7.0,9.0,1.0,-7.0,9.0,37.0813866082237,-0.125821539332321,-262.914347311914,-4.0323866082237,-2.17417846066768,-7.23937639577343e-05
10300,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000903775326048036,35.0360994816718,-263.956703606251,-2.27771578097664,-0.0173110605923554,-9.14554310043059e-05
10400,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000370918208752534,35.0355950007608,-263.956757528201,-2.23497180235428,0.0275705145940535,-3.7533974989401e-05
10500,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000992208913924288,35.0361832059093,-263.956694657137,-2.31596301234563,-0.0567050853364748,-0.000100404544980393
10600,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000446180146798436,35.0356662547805,-263.956749912262,-2.3335538198532,-0.0736662547804983,-4.51501339853166e-05
10700,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000782559432643477,35.0359847208805,-263.95671587264,-2.33321744056736,-0.073984720880496,-7.91890419691299e-05
10800,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000662317119917856,35.0358708818258,-263.956728040598,-2.33333768288008,-0.0738708818257976,-6.70226579586597e-05
10900,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000463179736231081,35.0356823490919,-263.956748192009,-2.33353682026377,-0.0736823490918965,-4.68704429863465e-05
11000,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00102622298935762,35.0362154086327,-263.956691214903,-2.33297377701064,-0.0742154086326963,-0.000103846778984007
11100,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000311695104093974,35.0355389314588,-263.956763521095,-2.33368830489591,-0.0735389314587991,-3.15409349695983e-05
11200,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00139611008503722,35.0365655981392,-263.956653783057,-2.33260388991496,-0.0745655981391948,-0.000141278624994357
11300,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000306401910143648,35.0355339201427,-263.956764056696,-2.33369359808986,-0.0735339201426939,-3.10053230236917e-05
11400,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00143788141871319,35.0366051450265,-263.956649555973,-2.33256211858129,-0.0746051450264957,-0.000145505708985638
11500,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000420697668595286,35.0356421293172,-263.956752490744,-2.3335793023314,-0.0736421293172,-4.25715729761578e-05
11600,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00098701448180046,35.0361782880947,-263.956695182708,-2.3330129855182,-0.0741782880947,-9.98789739696804e-05
11700,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000662053704727871,35.0358706324346,-263.956728066858,-2.33333794629527,-0.0738706324345983,-6.69963970381104e-05
11800,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00052370632012233,35.0357396524577,-263.956742067095,-2.33347629367988,-0.0737396524576965,-5.29955710248942e-05
11900,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00104521060576328,35.0362333851018,-263.956689293186,-2.33364668399977,0.00810207295643295,-0.000105768495984648
12000,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000302221982221963,35.0355299628092,-263.956764479684,-2.33424385194453,-0.00854716552569101,-3.05823259623139e-05
12100,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00157036035397508,35.0367305690674,-263.956636149097,-2.33242963964602,-0.0747305690673983,-0.000158912584993232
12200,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000258311003764774,35.0354883902185,-263.956768923106,-2.33374168899624,-0.0734883902184933,-2.6138815030663e-05
12300,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000422268336208073,35.0356436163455,-263.95675233192,-2.33357773166379,-0.0736436163454997,-4.27304020149677e-05
12400,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00114363730087511,35.0363265702915,-263.956679332887,-2.33285636269912,-0.0743265702914968,-0.000115728794980896
12500,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000300072467345507,35.0355279277639,-263.956764697207,-2.33369992753265,-0.073527927763898,-3.03647980217647e-05
12600,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00147298817095972,35.0366383822536,-263.956646003146,-2.33252701182904,-0.0746383822535961,-0.000149058536010216
12700,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000316378936984704,35.0355433658677,-263.956763047115,-2.33368362106302,-0.0735433658676996,-3.20149260346625e-05
12800,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00145093625792588,35.0366175046707,-263.956648234229,-2.33254906374207,-0.0746175046706981,-0.000146827452965681
12900,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000470334771326693,35.0356891231065,-263.956747467849,-2.33352966522867,-0.0736891231064973,-4.75946269489214e-05
13000,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000972132290274305,35.036164198435,-263.956696688174,-2.33302786770973,-0.0741641984349997,-9.83735079671533e-05
13100,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000784688023372136,35.0359867361267,-263.956715656735,-2.33321531197663,-0.0739867361266988,-7.94049469732272e-05
13200,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000503344944472471,35.0357203753925,-263.956744127367,-2.33349665505553,-0.0737203753924973,-5.0935224010118e-05
13300,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00120602326755273,35.0363856340269,-263.95667301855,-2.33279397673245,-0.0743856340268962,-0.00012204313196662
13400,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000283036780007733,35.0355117992798,-263.956766421037,-2.2918061588144,-0.0305354659486454,-2.86409319869563e-05
13500,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000913006755475552,35.0361082215152,-263.956702671578,-2.21795357209159,0.0439523205144994,-9.23901039868724e-05
13600,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000760370757821967,35.0359637138324,-263.956718117619,-2.2989038062009,-0.0387549461375301,-7.69440629824203e-05
13700,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000316680476624976,35.0355436513537,-263.95676301661,-2.33368331952338,-0.0735436513536953,-3.20454319648888e-05
13800,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00136313202632959,35.0365343762917,-263.956657119812,-2.33263686797367,-0.0745343762916946,-0.000137941869979841
13900,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000494346910448909,35.0357118565357,-263.95674503804,-2.33350565308955,-0.0737118565356951,-5.00245189982707e-05
14000,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000868980848811195,35.0360665401199,-263.95670712656,-2.3337153516518,-0.0045309725471725,-8.79351219964519e-05
14100,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000855993158938365,35.0360542440654,-263.956708441103,-2.33414400684106,0.0449457559346058,-8.66205789975538e-05
14200,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000317790655986856,35.0355447024143,-263.956762904272,-2.33467607525323,0.0447253407821009,-3.21577720114874e-05
14300,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.00130876837861461,35.0364829076729,-263.956662621339,-2.3329950333762,-0.0383304988503141,-0.000132440343008966
14400,0.0,35.0,-263.27731514697575,10.0,-3.0,-3.0,10.0,-3.0,-3.0,-0.000511231662994042,35.0357278421275,-263.956743329442,-2.33348876833701,-0.0737278421274965,-5.17331779974484e-05
