time,target_x,target_y,target_z,theta1_cmd,theta2_cmd,theta3_cmd,theta1_meas,theta2_meas,theta3_meas,sim_x,sim_y,sim_z,error_x,error_y,error_z
0,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-263.277315152675,-4.341,-2.862,5.69900748814689e-09
100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.20749884116515e-15,1.22470012661965e-15,-263.27731515204,-4.341,-2.862,5.0640096560528e-09
200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.4149976823303e-15,2.4494002532393e-15,-263.277315151405,-4.39767801926689,-2.80603342030549,4.42901182395872e-09
300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.62249652349545e-15,3.67410037985894e-15,-263.277315150771,-4.56321438608535,-2.64257491583204,3.79503717340413e-09
400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.82999536466061e-15,4.89880050647859e-15,-263.277315150136,-4.57875994602689,-2.77356642279943,3.16003934131004e-09
500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-6.03749420582576e-15,6.12350063309824e-15,-263.277315149502,-4.61532531223156,-2.86431365808599,2.52600784733659e-09
600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-7.24499304699091e-15,7.34820075971789e-15,-263.277315148867,-4.69699999999999,-2.86500000000001,0
700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-8.45249188815606e-15,8.57290088633753e-15,-263.277315148232,-4.69699999999999,-2.86500000000001,0
800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-9.65999072932121e-15,9.79760101295719e-15,-263.277315147598,-4.69699999999999,-2.86500000000001,0
900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.09712806137446e-14,1.10329782537257e-14,-263.277315146976,-4.69699999999999,-2.86500000000001,0
1000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.7368331617824e-14,1.27915340877886e-14,-263.277315146976,-4.69699999999998,-2.86500000000001,0
1100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.37653826219034e-14,1.45500899218514e-14,-263.277315146976,-4.63348463869634,-2.80040810714886,0
1200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.01624336259828e-14,1.63086457559143e-14,-263.277315146976,-4.57899999999997,-2.74500000000002,0
1300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.65594846300622e-14,1.80672015899771e-14,-263.277315146976,-4.57899999999996,-2.74500000000002,0
1400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.29565356341415e-14,1.982575742404e-14,-263.277315146976,-4.57967073305287,-2.66518276670302,0
1500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.93535866382209e-14,2.15843132581029e-14,-263.277315146976,-4.57999999999995,-2.62600000000002,0
1600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-5.57506376423003e-14,2.33428690921657e-14,-263.277315146976,-4.57993026063858,-2.63429898400286,0
1700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-6.21476886463797e-14,2.51014249262286e-14,-263.277315146976,-4.57923563129692,-2.71695987565866,0
1800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-6.802536750165e-14,2.66725925683365e-14,-263.277315146976,-4.57945635895501,-2.6906932843459,0
1900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-6.14381147855033e-14,2.3746443603526e-14,-263.277315146976,-4.57985331451083,-2.64345557320396,0
2000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-5.48508620693567e-14,2.08202946387154e-14,-263.277315146976,-4.57916413046033,-2.72546847521396,0
2100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.826360935321e-14,1.78941456739049e-14,-263.277315146976,-4.57899999999995,-2.74500000000002,0
2200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.16763566370633e-14,1.49679967090944e-14,-263.277315146976,-4.57934791910516,-2.70359762648071,0
2300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.50891039209167e-14,1.20418477442838e-14,-263.277315146976,-4.57995846681437,-2.63094244908622,0
2400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.850185120477e-14,9.11569877947331e-15,-263.277315146976,-4.57926821310906,-2.71308264001821,0
2500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.19145984886233e-14,6.18954981466278e-15,-263.277315146976,-4.5794152513567,-2.6955850885498,0
2600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.53273457724767e-14,3.26340084985224e-15,-263.277315146976,-4.57990203757169,-2.63765752896683,0
2700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-8.9109397034313e-15,9.18347532914015e-16,-263.277315146976,-4.57919726694907,-2.72152523305952,0
