time,target_x,target_y,target_z,theta1_cmd,theta2_cmd,theta3_cmd,theta1_meas,theta2_meas,theta3_meas,sim_x,sim_y,sim_z,error_x,error_y,error_z
0,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-263.277315152675,-2.00604949814293,-1.58430800776964,5.69900748814689e-09
100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-6.43433822298021e-16,2.43635752391555e-15,-263.277315151858,-1.972,-1.651,4.8819970288605e-09
200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.28686764459604e-15,4.87271504783109e-15,-263.277315151042,-1.972,-1.651,4.0660097511136e-09
300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.93030146689406e-15,7.30907257174664e-15,-263.277315150225,-1.972,-1.65100000000001,3.2489992918272e-09
400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.57373528919209e-15,9.74543009566219e-15,-263.277315149409,-1.97261492522358,-1.57782389839323,2.4330120140803e-09
500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.21716911149011e-15,1.21817876195777e-14,-263.277315148592,-1.97268958344764,-1.56893956973051,0
600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.86060293378813e-15,1.46181451434933e-14,-263.277315147776,-1.9720085478612,-1.64998280451653,0
700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.43547344953153e-15,1.71008762383783e-14,-263.277315146976,-1.972,-1.65100000000002,0
800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.65074194409854e-15,2.18559123107677e-14,-263.277315146976,-1.97238013213058,-1.60576427646099,0
900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.13398956133444e-15,2.66109483831571e-14,-263.277315146976,-1.97292375261205,-1.54107343916566,0
1000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,3.91872106676742e-15,3.13659844555465e-14,-263.277315146976,-1.97222957768201,-1.62368025584146,0
1100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,6.70345257220041e-15,3.61210205279359e-14,-263.277315146976,-1.97200000000001,-1.65100000000004,0
1200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,9.48818407763339e-15,4.08760566003253e-14,-263.277315146976,-1.97200000000001,-1.65100000000004,0
1300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.22729155830664e-14,4.56310926727147e-14,-263.277315146976,-1.97200000000001,-1.65100000000005,0
1400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.49246296333899e-14,4.99940929752961e-14,-263.277315146976,-1.97200000000001,-1.65100000000005,0
1500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.43839247610853e-14,4.49482348024867e-14,-263.277315146976,-1.97200000000001,-1.65100000000004,0
1600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.38432198887807e-14,3.99023766296772e-14,-263.277315146976,-1.97200000000001,-1.65100000000004,0
1700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.33025150164762e-14,3.48565184568678e-14,-263.277315146976,-1.97200000000001,-1.65100000000003,0
1800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.27618101441716e-14,2.98106602840584e-14,-263.277315146976,-1.97200000000001,-1.65100000000003,0
1900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.22211052718671e-14,2.47648021112489e-14,-263.277315146976,-1.95608639565333,-1.65086513894624,0
2000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.16804003995625e-14,1.97189439384395e-14,-263.277315146976,-1.87432769586783,-1.65017226860907,0
2100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,1.07817247676112e-14,1.47383830213569e-14,-263.277315146976,-1.85400000000001,-1.58047893310151,0
2200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,4.27484056786033e-15,1.07808124439956e-14,-263.277315146976,-1.89367799789315,-1.57135050633203,0
2300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.23204363189047e-15,6.82324186663418e-15,-263.277315146976,-1.972,-1.65100000000001,0
2400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-8.7389278316413e-15,2.8656712892728e-15,-263.277315146976,-1.97199999999999,-1.651,0
2500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.52458120313921e-14,-1.09189928808858e-15,-263.277315146976,-1.97199999999998,-1.651,0
2600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.1752696231143e-14,-5.04946986544996e-15,-263.277315146976,-1.97199999999998,-1.65099999999999,0
2700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.82595804308938e-14,-9.00704044281135e-15,-263.277315146976,-1.97199999999997,-1.65099999999999,0
2800,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-3.37465964926466e-14,-1.20133529602205e-14,-263.277315146976,-1.97199999999997,-1.65099999999999,0
2900,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.75051289674223e-14,-4.0801977881793e-15,-263.277315146976,-1.9721919278826,-1.62816058196784,0
3000,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.1263661442198e-14,3.8529573838619e-15,-263.277315146976,-1.97291113506905,-1.54257492677994,0
3100,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.50221939169737e-14,1.17861125559031e-14,-263.277315146976,-1.97233905919174,-1.61065195618155,0
3200,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-8.78072639174938e-15,1.97192677279443e-14,-263.277315146976,-1.97199999999999,-1.65100000000002,0
3300,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-2.53925886652511e-15,2.76524228999855e-14,-263.277315146976,-1.972,-1.65100000000003,0
3400,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,3.70220865869919e-15,3.55855780720267e-14,-263.277315146976,-1.972,-1.65100000000004,0
3500,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,8.09808299065426e-15,4.22949668742332e-14,-263.277315146976,-1.97200000000001,-1.65100000000004,0
3600,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-4.11638141681337e-15,3.79904583479273e-14,-263.277315146976,-1.972,-1.65100000000004,0
3700,0.0,0.0,-263.27731514697575,0.0,0.0,0.0,0.0,0.0,0.0,-1.6330845824281e-14,3.36859498216215e-14,-263.277315146976,-1.97199999999998,-1.65100000000003,0
